ผู้ได้รับการเสนอชื่อสรรหาเป็นสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ภาคเอกชน,นายเฉลิมชัย  พัฒนาภรณ์,หอการค้าจังหวัดอุทัยธานี,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายชนินทช์  โทณวณิก,สมาคมโรงแรมไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายชเนศร์  เพ็ญชาติ,สมาคมเจ้าของเรือไทย,ชาย,40-50 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายชวรัฐ  กัลยาณมิตร,มูลนิธิส่งเสริมการปกครองท้องถิ่น,ชาย,71-80 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายชวลิต โพธิ์ขุน,มูลนิธิช่วยเหลือการประถมศึกษาจังหวัดชัยนาท,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายชัชวาลย์  อินทรภาษิต,สมาคมนักหนังสือพิมพ์และสื่อมวลชนกำแพงเพชร,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายชัยจิตร  รัฐขจร,มูลนิธิสหพุทธธรรมสงเคราะห์แห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายชัยณรงค์  คันธพนิต,สหกรณ์โคเนื้อมหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตกำแพงแสน จำกัด,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายชัยณรงค์  ณ ลำพูน,สมาคมชาวลำพูน,ชาย,51-60 ปี,ปริญญาเอก,วิชาชีพ,
ภาคเอกชน,นายชัยพล ไชยคำมิ่ง,สมาคมเครือข่ายผู้ทรงคุณวุฒิสูงอายุจังหวัดกาฬสินธุ์,ชาย,61-70 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายชัยรัตน์  แสงอรุณ,มูลนิธิเพื่อผู้บริโภค,ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายชัยสิทธิ์  โหตระกิตย์,สมาคมนักพัฒนาชุมชนแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายชัยสิทธิ์ สุขสมบูรณ์,สหภาพแรงงานธนาคารกรุงเทพ,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,พันโทชาญชาติ  เฟื่องงาม,วิทยาลัยโปลีเทคนิคภาคตะวันออกเฉียงเหนือ,ชาย,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายชาติชาย  ปันมงคล,หอการค้าจังหวัดลำพูน,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายชำนาญ  สิทธิวิภัทร,สมาคมการประมงสมุทรสาคร,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายชูเกียรติ  สิงห์สูง,สมาคมคนพิการแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายชูศักดิ์  วุฒิวโรภาส,มูลนิธิศุภนิมิตแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายไชยยง  อาจวิชัย,สมาคมสร้างสรรค์คุณภาพวิชาการ,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายฐิติ  วิศวชัยวัฒน์,หอการค้าจังหวัดพิษณุโลก,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,ร้อยตรีณรงค์  แสงสุริยะ,มูลนิธิวัดไชยชุมพลชนะสงคราม,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายณรัตน์ไชย  หลีระพันธ์,สมาคมธุรกิจแฟรนไชส์และเอสเอ็มอีไทย,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายณัฐพล  ศรีสุขล้อม,สหกรณ์ออมทรัพย์ครูลำพูน,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายณัฐพัชร์  อินทุภูติ,สภาสังคมสงเคราะห์แห่งประเทศไทยฯ,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายดนัย  สยามวาลา,มูลนิธิสุลัยมานี กรุงเทพมหานคร,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายดนัย  สยามวาลา,มูลนิธิอิสลามเพื่อพัฒนาสังคมและเศรษฐกิจแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางดรุณ  มิตรอารีย์,สมาคมแพทย์มุสลิม,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายดลฤทธิ์  คงสุนทร,สหกรณ์ออมทรัพย์ครูผู้บริหารโรงเรียนราษฎร์ จำกัด,ชาย,61-70 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นางดารณี  วัธนเวศิน,สมาคมศิลปศาสตร์ธรรมศาสตร์,หญิง,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายเดชา ทองสุวรรณ,มูลนิธิคณะสงฆ์จังหวัดศรีสะเกษ,ชาย,61-70 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นางเตือนใจ  บุรพรัตน์,สมาคมผู้นำสตรีพัฒนาชุมชนไทย,หญิง,71-80 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน, นายถาวร  จันทร์สม,สมาคมเพื่อผู้บริโภคจังหวัดบุรีรัมย์,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายถาวร  ลีนุตพงษ์,สหกรณ์ออมทรัพย์พนักงานบริษัท เอ.ที.พี อินดัสตรี จำกัด,ชาย,40-50 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,1
ภาคเอกชน,นายทรงพล  ทิมาศาสตร์,มูลนิธิพระบรมราชานุสรณ์ดอนเจดีย์,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,พลเรือเอกทรงสิทธิ กิตติพีรชล,สมาคมแข่งเรือใบแห่งประเทศไทย ในพระบรมราชูปถัมภ์,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายทวี  ปิยะพัฒนา,สมาคมผู้ผลิตปลาป่นไทย,ชาย,61-70 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,พลเอกทวีป  จันทรโรจน์,มูลนิธิโอลิมปิคแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,พลตรีทองขาว พ่วงรอดพันธุ์,มูลนิธิศูนย์พิทักษ์พระพุทธศาสนา,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายทองเปรม  คัมภ์ทวี,มูลนิธิผดุงจันทรุเบกษาร่วมสามัคคีชนูปถัมภ์,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางทองสมุทร  เล็กเอกรัตน์,สมาคมสตรีนักธุรกิจและวิชาชีพแห่งประเทศไทย-กาฬสินธุ์,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางทิชา ณ นคร,สหทัยมูลนิธิ,หญิง,51-60 ปี,ปริญญาตรี,รับจ้าง,
ภาคเอกชน,นายทิพย์รักษ์ สุขุม,สมาคมนักเรียนเก่าสหรัฐอเมริกา ในพระบรมราชูปถัมภ์,ชาย,71-80 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายเทียนชัย  กีรสว่างพร,นิติบุคคลอาคารชุดกีรทรัพย์ แมนชั่นวิลล์,ชาย,40-50 ปี,ปริญญาเอก,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายธงชัย  กะทา,มูลนิธิศิษย์อุดมวิทยากร,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายธงชัย  ทวิชาชาติ,มูลนิธิพัฒนาการเด็กราชนครินทร์,ชาย,51-60 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายธนพนต์  ขอพึ่ง,สหกรณ์ออมทรัพย์ครูอ่างทอง จำกัด,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,พลเอกธนพล  บุณโยปัษฎัมภ์,มูลนิธิเพื่อสังคมไทย,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายธนวิทย์  คงสุริยะ,หอการค้าจังหวัดหนองบัวลำภู,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายธรรมนูญ จุลมณีโชติ,สมาคมชาวสงขลา,ชาย,61-70 ปี,ปริญญาโท,วิชาชีพ,
ภาคเอกชน,ร้อยโทธวัช  หันตรา,สมาคมชาวกรุงศรีอยุธยา,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายธวัช  อานนท์,สมาคมข้าราชการครูบำเหน็จ-บำนาญอำเภอเกาะคา,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายธวัช บวรวนิชยกูร,สมาคมอัสสัมชัญ,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,นายธวัชชัย  เผ่าเหลืองทอง,สมาคมผู้ประกอบการรถโดยสารประจำทาง,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายธวัชชัย  ยงกิตติกุล,สมาคมธนาคารไทย,ชาย,61-70 ปี,ปริญญาเอก,รับจ้าง,
ภาคเอกชน,นางธัชกร  เหมะจันทร,สมาคมครุศาสตร์สัมพันธ์,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายหมวดโทธารณา  คชเสนี,มูลนิธิสงเคราะห์เด็กและเยาวชนของศาลจังหว้ดบุรีรัมย์ แผนกคดีเยาวชนและครอบครัว,หญิง,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายธำรง  พัฒนรัฐ,มูลนิธิร่วมพัฒนาพิจิตร,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นางธีรนุช วนะโพธิ์,โรงเรียนดนตรีสยามบางนา,หญิง,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายธีรพันธ์  นาทีกาญจนลาภ,สมาคมนายหน้าอสังหาริมทรัพย์,ชาย,40-50 ปี,ปริญญาโท,นักกฎหมาย,
ภาคเอกชน,นายธีระ  ฉกาจนโรดม,สมาคมผู้วิจัยและผลิตเภสัชภัณฑ์,ชาย,61-70 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายธีระจิตต์  สถิโรตมวงศ์,หอการค้าไทย-นอร์เวย์,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,นางนภาจรี  นำเบญจพล,มูลนิธิศูนย์ส่งเสริมพระพุทธศาสนาแห่งประเทศไทย,หญิง,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายนรินทร์  กรินชัย,มูลนิธิศูนย์ฮอทไลน์,ชาย,40-50 ปี,ปริญญาเอก,วิชาชีพ,
ภาคเอกชน,นายนริส  สิงหวังชา,สมาคมศิษย์เก่าสีตบุตรบำรุง,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางสาวนวลน้อย สังข์บุณยนิธิ,สมาคมศิษย์เก่าเจริญศิลป์,หญิง,51-60 ปี,ปริญญาโท,วิชาชีพ,
ภาคเอกชน,นายนันทสาร  สีสลับ,มูลนิธิ ดร.นันทสาร สีสลับ เพื่อการพัฒนาวัดและหมู่บ้าน,ชาย,71-80 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายนิกร  สุศิริวัฒนนนท์,สมาคมอุตสาหกรรมเหล็กไทย,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายนิคม  บุญเสริม,มูลนิธิพัฒนาศักยภาพชุมชน,ชาย,40-50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นางนิตยา  มหาผล,มูลนิธิสถาบันวิจัยบทบาทหญิงชายและการพัฒนา,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายนิติ  อินทร์นอก,ห้างหุ้นส่วนจำกัดปราณีซัพพลาย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,พลตำรวจเอกนิพจน์  วีระสุนทร,ชุมนุมสหกรณ์ออมทรัพย์แห่งประเทศไทย จำกัด,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายนิพนธ์  คำพา,สมาคมกีฬาจังหวัดแม่ฮ่องสอน,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายนิพนธ์  สรการ,สมาคมกำนันผู้ใหญ่บ้านแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายนิมิตร์  เทียนอุดม,มูลนิธิเข้าถึงเอดส์,ชาย,40-50 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นางนิรัตน์  คงวราคม,มูลนิธิการศึกษาเทศบาลนครนครสวรรค์,หญิง,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางนิลวรรณ  เพชระบูรณิน,สมาคมธุรกิจท่องเที่ยวจังหวัดเพชรบูรณ์,หญิง,51-60 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,นายนิวัตน์  สวัสดิ์แก้ว,หอการค้าจังหวัดสุราษฎร์ธานี,ชาย,61-70 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายนิเวศศ  สิทธิชัย,สหกรณ์ออมทรัพย์พนักงาน บริษัทอุตสาหกรรมทำเครื่องแก้วไทย จำกัด,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการการเมือง,
ภาคเอกชน,นางนิศา  ชูโต,มูลนิธิธีรนาถ กาญจนอักษร,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายนิสัย  สืบใหม่,สมาคมการศึกษาเอกชนจังหวัดกาญจนบุรี,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายเนาวรุจน์  ปานเมทนี,สหภาพแรงงานอุตสาหกรรมโลหะแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคเอกชน,นายบรรจง  เจริญวงศ์,มูลนิธิทุนการศึกษาคณะราษฎรบำรุงยะลา,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายบรรจง  โซ๊ะมณี,มูลนิธิเพื่อคุณธรรม,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการประจำ,
ภาคเอกชน,นายบรรจง  นะแส,มูลนิธิรักบ้านเกิด ภาคใต้,ชาย,51-60 ปี,ปริญญาโท,อื่นๆ,
ภาคเอกชน,นายบรรจง บุญรัตน์,สภาองค์การลูกจ้าง สภาศูนย์กลางแรงงานแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาตรี,รับจ้าง,
ภาคเอกชน,พลเรือเอกบรรณวิทย์  เก่งเรียน,ลอนเทนนิสสมาคมแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายบุญเกิด  พิมพ์วรเมธากุล,สมาคมส่งเสริมวัฒนธรรมจังหวัดขอนแก่น,ชาย,71-80 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายบุญชัย โชควัฒนา,มูลนิธิ ดร.เทียม โชควัฒนา,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,พันเอกบุญชู  ศรีเคลือบ,เปรียญธรรมสมาคมแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายบุญเพ็ง  สันติวัฒนธรรม,สมาคมผู้ผลิตและแปรรูปสุกรเพื่อการส่งออก,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายบุญมี  วัฒนเรืองรอง,สมาคมแป้งมันสำปะหลังไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายบุญเลิศ  เย็นทรวง,มูลนิธิสงเคราะห์เด็กของศาลจังหวัดนนทบุรีแผนกคดีเยาวชนและครอบครัว,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายบุญเลิศ บูรณุปกรณ์,สมาคมธุรกิจท่องเที่ยวเชียงใหม่,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายบูรพา  อัตถากร,มูลนิธิศาสตราจารย์บุญชนะ-ท่านผู้หญิงแส อัตถากร เพื่อการศึกษาและวิจัย,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายปณิธาน  ธาระวานิช,สมาคมไทยเพื่อส่งเสริมความเข้าใจระหว่างประเทศ,ชาย,61-70 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคเอกชน,นายปรมินทร์ โกมารภัจกุล,หอการค้าไทย-ไนจีเรีย,ชาย,51-60 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคเอกชน,นายประกอบ คุปรัตน์,มูลนิธิเด็ก,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายประกิต  วาทีสาธกกิจ,มูลนิธิรณรงค์เพื่อการไม่สูบบุหรี่,ชาย,61-70 ปี,ปริญญาเอก,อื่นๆ,
ภาคเอกชน,นายประพัฒน์  แสงวณิช,มูลนิธิส่งเสริมข้าราชการบำนาญและครูอาวุโสของกระทรวงศึกษาธิการ,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,ท่านหญิงประภาพันธุ์  (ภาณุพันธุ์) กรโกสียกาจ,มูลนิธิหม่อมเจ้าพิจิตรจิราภา เทวกุล,หญิง,71-80 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นางสาวประภาภรณ์  อาคมานนท์,สมาคมนายจ้างตัวแทนออกสินค้า และพิธีการศุลกากร,หญิง,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายประภาส  สุทธิอาคาร,สมาคมศิษย์เก่าครูผู้ปกครองโรงเรียนคำเขื่อนแก้วชนูปถัมภ์,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายประมนต์  สุธีวงศ์,สภาหอการค้าแห่งประเทศไทย,ชาย,61-70 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคเอกชน,นายประยูรเดช  คณานุรักษ์,หอการค้าจังหวัดปัตตานี,ชาย,40-50 ปี,ปริญญาโท,นักกฎหมาย,
ภาคเอกชน,นายประวิทย์  อัครชิโนเรศ,หอการค้าจังหวัดเชียงใหม่,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายประสาน  ทองทิพย์,สภาองค์การนายจ้างแห่งชาติ,ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายประสาน  หวังรัตนปราณี,สมาคมเร่งรัดพัฒนาคุณภาพชีวิต,ชาย,51-60 ปี,ปริญญาโท,อื่นๆ,
ภาคเอกชน,พันเอกประสิทธิ์  พัชรพิสุทธิ์,สหกรณ์เครดิตยูเนี่ยนวัดใหม่ประเสริฐ จำกัด,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นาย ประสิทธิ์ ดอนโพธิ์งาม,มูลนิธิช่วยเหลือการศึกษาชาวชัยนาท,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายประเสริฐ  งานวงศ์พาณิชย์,สหกรณ์ออมทรัพย์ครูภูเก็ต จำกัด,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายประเสริฐ  ตระการศุภกร,สมาคมศูนย์รวมการศึกษาและวัฒนธรรมของชาวไทยภูเขาในประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,อื่นๆ,
ภาคเอกชน,นายประเสริฐ  บุญศรี,มูลนิธิรุธิระกุลและศิษย์เก่าพนัสพิทยาคาร,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายประเสริฐ  พิเชษฐพันธ์,มูลนิธิส่งเสริมสามัคคีบ้านนา,ชาย,71-80 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายประหยัด จตุพรพิทักษ์กุล,มูลนิธิศึกษาพัฒนาชนบท,ชาย,40-50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายประหยัดศักดิ์ บัวงาม,มูลนิธิอนุเคราะห์คนพิการ ในพระราชูปถัมภ์ของสมเด็จพระศรีนครินทราบรมราชชนนี,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายปราโมช  ร่วมสุข,หอการค้าจังหวัดจันทบุรี,ชาย,51-60 ปี,ปริญญาโท,รับจ้าง,
ภาคเอกชน,นายปราโมทย์  นางาม,สมาคมสหพันธ์องค์กรชุมชนเพื่อการพัฒนา,ชาย,40-50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นางสาวปราศรัย  ประวัติรุ่งเรือง,สมาคมศิษย์เก่าและครูโรงเรียนสยามบริหารธุรกิจ (SBAC-TAA),หญิง,40-50 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายปรีชา  ส่งวัฒนา,สมาคมองค์การเอกชนจังหวัดนครปฐม,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายปรีชา  สุสันทัด,สมาคมศิษย์เก่ามัธยมวัดสิงห์,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายปรีชา บัววิรัตน์เลิศ,มูลนิธิเมตตาศึกษา,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นางปรีดา  คงแป้น,มูลนิธิชุมชนไท,หญิง,40-50 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายปลื้ม ศุภปัญญา,มูลนิธิแห่งสภาคริตจักรในประเทศไทย ,ชาย,51-60 ปี,ปริญญาโท,แพทย์,
ภาคเอกชน,พลเอกปานเทพ  ภูวนารถนุรักษ์,มูลนิธิพรหมศาสตร์สงเคราะห์,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายปุญชรัสมิ์เผ่า  ศุปัญญเดชากุล,สมาคมนายจ้างผู้ประกอบกิจการที่ปรึกษาและพัฒนาบุคลากรแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางผาณิต  พูนศิริวงศ์,มูลนิธิช่วยการศึกษากรุงเทพมหานคร,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายพงษ์เดช  มโนรส,ชุมนุมสหกรณ์ชาวสวนปาล์มน้ำมันกระบี่ จำกัด,ชาย,51-60 ปี,ปริญญาโท,เกษตรกร,
ภาคเอกชน,นายพงษ์พัฒน์  ธีรประเทืองกุล,มูลนิธิโรงเรียนปัว,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นางพนิดา  นิยมทรัพย์ ปทุมารักษ์,โสสะมูลนิธิแห่งประเทศ ในพระบรมราชินูปถัมภ์,หญิง,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายพยูณ  มีทองคำ,มูลนิธิครูบาศรีวิชัย จังหวัดเชียงราย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นางพรเพ็ญ  เกยานนท์,สมาคมภริยาทหารเรือ,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางพรรณประภา อินทรวิทยนันท์,สหกรณ์ผู้ปลูกหม่อนเลี้ยงไหมและผลิตภัณฑ์จากหม่อนไหม จำกัด,หญิง,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายพรศิลป์  พัชรินทร์ตนะกุล,สมาคมผู้ผลิตอาหารสัตว์ไทย,ชาย,51-60 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายพิชัย  อุตมาภินันท์,สมาคมอุตสาหกรรมฟอกย้อมพิมพ์และตกแต่งสิ่งทอไทย,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,นายพิทักษ์  มหบุญพาชัย,หอการค้าจังหวัดกำแพงเพชร,ชาย,51-60 ปี,ปริญญาโท,นักกฎหมาย,
